"","Gene.ID","Uniq_Name","KH2013","X","KYname","KHname","Description","name","ENSMUSG","ENSMUST","annotation_1","annotation_2","loc","SNR","variance","denoised_SNR","denoised_variance","gene_network_leiden","gene_network_n","leiden","gene_clusters_leiden","scores","logfoldchanges","pvals","pvals_adj"
"KY.Chr8.324","KY.Chr8.324","Jmjd7-KY.Chr8.324","KH.C8.357","Jmjd7-KY.Chr8.324","JMJD7","YMR196W","2:120027483:120032594:1 ENSMUSG00000098789.7 ENSMUST00000044675.4 protein_coding protein_coding Jmjd7 jumonji domain containing 7 [Source:MGI Symbol;Acc:MGI:3845785]","Jmjd7","ENSMUSG00000098789.7","ENSMUST00000044675.4","protein_coding","protein_coding","2:120027483:120032594:1",0.331953028270371,0.37700695,0.236719705969485,0.52093697,1,36,2,0,5.4333324,1.0011084,7.01372615684689e-08,1.21812643578125e-07
"KY.Chr8.326","KY.Chr8.326","Ppp1r3b-KY.Chr8.326","KH.C8.398","Ppp1r3b-KY.Chr8.326","PPP1R3B","PPP1R3B","8:35375758:35388134:1 ENSMUSG00000046794.9 ENSMUST00000211648.1 protein_coding protein_coding Ppp1r3b protein phosphatase 1, regulatory subunit 3B [Source:MGI Symbol;Acc:MGI:2177268]","Ppp1r3b","ENSMUSG00000046794.9","ENSMUST00000211648.1","protein_coding","protein_coding","8:35375758:35388134:1",0.776646334839165,1.3235425,0.708269593823677,1.436661,2,35,8,2,15.127622,1.3797824,9.52985448915954e-46,6.47602331245879e-45
"KY.Chr8.327","KY.Chr8.327","Slc39a13-KY.Chr8.327","KH.C8.278","Slc39a13-KY.Chr8.327","SLC39A13","SLC39A13","2:91062874:91070283:-1 ENSMUSG00000002105.15 ENSMUST00000111436.2 protein_coding protein_coding Slc39a13 solute carrier family 39 (metal ion transporter), member 13 [Source:MGI Symbol;Acc:MGI:1915677]","Slc39a13","ENSMUSG00000002105.15","ENSMUST00000111436.2","protein_coding","protein_coding","2:91062874:91070283:-1",0.475542339532582,0.6723687,0.330709600371517,0.7910899,6,13,7,8,-5.369345,-0.7051629,1.10003467604337e-07,1.88725781251931e-07
"KY.Chr8.329","KY.Chr8.329","Tnnc1-KY.Chr8.329","KH.C8.251","Tnnc1-KY.Chr8.329","TNNC1","KH2013:KH.C8.251_TNNC1","14:31208312:31211729:1 ENSMUSG00000091898.8 ENSMUST00000169169.7 protein_coding protein_coding Tnnc1 troponin C, cardiac/slow skeletal [Source:MGI Symbol;Acc:MGI:98779]","Tnnc1","ENSMUSG00000091898.8","ENSMUST00000169169.7","protein_coding","protein_coding","14:31208312:31211729:1",1.7593721697446,6.6683645,0.58258420851717,10.180972,6,3,7,8,-40.501408,-4.517649,1.81070674882079e-209,6.16771986317083e-207
"KY.Chr8.330","KY.Chr8.330","Tmem43-KY.Chr8.330","KH.C8.18","Tmem43-KY.Chr8.330","TMEM43","TMEM43","6:91473703:91488463:1 ENSMUSG00000030095.10 ENSMUST00000032183.5 protein_coding protein_coding Tmem43 transmembrane protein 43 [Source:MGI Symbol;Acc:MGI:1921372]","Tmem43","ENSMUSG00000030095.10","ENSMUST00000032183.5","protein_coding","protein_coding","6:91473703:91488463:1",0.276167263526312,0.32557967,0.134820978574829,0.21350548,0,12,0,1,0.19109604,0.06222426,0.848504622869851,0.882397314840482
"KY.Chr8.332","KY.Chr8.332","Rab3c-KY.Chr8.332","KH.C8.400","Rab3c-KY.Chr8.332","DISP3","RAB3C","13:110054187:110280150:-1 ENSMUSG00000021700.10 ENSMUST00000167824.2 protein_coding protein_coding Rab3c RAB3C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1914545]","Rab3c","ENSMUSG00000021700.10","ENSMUST00000167824.2","protein_coding","protein_coding","13:110054187:110280150:-1",1.03718873257806,1.855786,0.56015508368185,1.3305151,2,24,8,7,11.889086,1.2006541,5.27040666746988e-30,2.31145785979433e-29
"KY.Chr8.337","KY.Chr8.337","KY2019:KY.Chr8.337","KH.C8.44","KY2019:KY.Chr8.337","CDCA8","KH2013:KH.C8.44","nan","nan","nan","nan","nan","nan","nan",0.519237198769385,0.681015,0.390866881561983,1.0638736,4,16,4,7,19.278725,2.8507378,1.17483852757185e-70,1.42497106274478e-69
"KY.Chr8.344","KY.Chr8.344","Birc2-KY.Chr8.344","KH.C8.241","Birc2-KY.Chr8.344","BIRC3","KH2013:KH.C8.241_BIRC2/3","9:7818236:7835255:-1 ENSMUSG00000057367.12 ENSMUST00000074246.6 protein_coding protein_coding Birc2 baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009]","Birc2","ENSMUSG00000057367.12","ENSMUST00000074246.6","protein_coding","protein_coding","9:7818236:7835255:-1",0.640272974196123,1.2659277,0.445133269195116,1.1122277,1,24,2,0,7.041987,0.78361905,3.93175745585796e-12,8.47853263034524e-12
"KY.Chr8.346","KY.Chr8.346","Vamp4-KY.Chr8.346","KH.C8.46","Vamp4-KY.Chr8.346","VAMP4","VAMP4","1:162570828:162599078:1 ENSMUSG00000026696.15 ENSMUST00000050010.10 protein_coding protein_coding Vamp4 vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730]","Vamp4","ENSMUSG00000026696.15","ENSMUST00000050010.10","protein_coding","protein_coding","1:162570828:162599078:1",0.372012474385918,0.67591673,0.228454358615349,0.63234085,4,16,1,5,5.792986,0.97167426,9.39927146072915e-09,1.70715494759966e-08
"KY.Chr8.347","KY.Chr8.347","Nubp1-KY.Chr8.347","KH.C8.580","Nubp1-KY.Chr8.347","NUBP1","KH2013:KH.C8.580","16:10411948:10424428:1 ENSMUSG00000022503.10 ENSMUST00000023146.4 protein_coding protein_coding Nubp1 nucleotide binding protein 1 [Source:MGI Symbol;Acc:MGI:1347073]","Nubp1","ENSMUSG00000022503.10","ENSMUST00000023146.4","protein_coding","protein_coding","16:10411948:10424428:1",0.523222916508934,0.9266538,0.40248662199173,1.1782721,4,43,4,7,11.390888,1.408044,3.97238446197259e-28,1.63105188230166e-27
"KY.Chr8.348","KY.Chr8.348","Ssr2-KY.Chr8.348","KH.C8.390","Ssr2-KY.Chr8.348","QRICH2","KH2013:KH.C8.390","3:88579671:88588419:1 ENSMUSG00000041355.13 ENSMUST00000035785.8 protein_coding protein_coding Ssr2 signal sequence receptor, beta [Source:MGI Symbol;Acc:MGI:1913506]","Ssr2","ENSMUSG00000041355.13","ENSMUST00000035785.8","protein_coding","protein_coding","3:88579671:88588419:1",2.40720176699907,2.685916,1.66382575074413,1.5951059,3,22,3,7,18.167856,0.9887051,2.46721054202564e-56,2.16178415659803e-55
"KY.Chr8.350","KY.Chr8.350","Dnajc25-KY.Chr8.350","KH.C8.810","Dnajc25-KY.Chr8.350","DNAJC25","DNAJC25","4:59003172:59025573:1 ENSMUSG00000070972.13 ENSMUST00000095070.3 protein_coding protein_coding Dnajc25 DnaJ heat shock protein family (Hsp40) member C25 [Source:MGI Symbol;Acc:MGI:1919679]","Dnajc25","ENSMUSG00000070972.13","ENSMUST00000095070.3","protein_coding","protein_coding","4:59003172:59025573:1",0.61372366648113,1.1699356,0.379360214897925,0.9735417,3,42,3,3,12.731382,1.7066696,1.80461800232831e-34,9.05632422899565e-34
"KY.Chr8.362","KY.Chr8.362","Pbdc1-KY.Chr8.362","KH.C8.230","Pbdc1-KY.Chr8.362","PBDC1","CG7519","X:105079756:105085186:1 ENSMUSG00000031226.13 ENSMUST00000033577.10 protein_coding protein_coding Pbdc1 polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933]","Pbdc1","ENSMUSG00000031226.13","ENSMUST00000033577.10","protein_coding","protein_coding","X:105079756:105085186:1",0.779620980900825,1.2849154,0.670493630124007,1.3940855,3,24,5,11,16.435818,1.5668789,2.476775377974e-52,1.97537938682317e-51
"KY.Chr8.363","KY.Chr8.363","Rbbp7-KY.Chr8.363","KH.C8.192","Rbbp7-KY.Chr8.363","RBBP4","RBBP4","X:162760462:162775895:1 ENSMUSG00000031353.13 ENSMUST00000112326.7 protein_coding protein_coding Rbbp7 retinoblastoma binding protein 7, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194910]","Rbbp7","ENSMUSG00000031353.13","ENSMUST00000112326.7","protein_coding","protein_coding","X:162760462:162775895:1",0.728089746988706,0.924281,0.594605802370764,1.2032334,5,36,1,10,24.290627,2.4460857,5.28076502542241e-102,1.33654037408137e-100
"KY.Chr8.368","KY.Chr8.368","Txn1-KY.Chr8.368","KH.C8.631","Txn1-KY.Chr8.368","TXN","TRX1/2","4:57943373:57956411:-1 ENSMUSG00000028367.5 ENSMUST00000030051.5 protein_coding protein_coding Txn1 thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]","Txn1","ENSMUSG00000028367.5","ENSMUST00000030051.5","protein_coding","protein_coding","4:57943373:57956411:-1",1.30506817800922,2.0672233,1.23973097941684,1.3449556,1,3,6,6,5.389685,0.2859803,9.95804554338431e-08,1.71275031174346e-07
"KY.Chr8.369","KY.Chr8.369","Sdhaf3-KY.Chr8.369","KH.C8.211","Sdhaf3-KY.Chr8.369","SDHAF3","ACN9","6:6956004:7042979:1 ENSMUSG00000042505.6 ENSMUST00000040826.5 protein_coding protein_coding Sdhaf3 succinate dehydrogenase complex assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913288]","Sdhaf3","ENSMUSG00000042505.6","ENSMUST00000040826.5","protein_coding","protein_coding","6:6956004:7042979:1",0.460021496583477,0.65975404,0.334640230295775,0.8586435,0,15,0,1,6.94045,1.0367099,7.31137388717035e-12,1.55773994077711e-11
"KY.Chr8.370","KY.Chr8.370","Zfp112-KY.Chr8.370","KH.C8.677","Zfp112-KY.Chr8.370","ZNF112","PEB","7:24112314:24127952:1 ENSMUSG00000052675.11 ENSMUST00000120006.7 protein_coding protein_coding Zfp112 zinc finger protein 112 [Source:MGI Symbol;Acc:MGI:1929115]","Zfp112","ENSMUSG00000052675.11","ENSMUST00000120006.7","protein_coding","protein_coding","7:24112314:24127952:1",0.548222236719313,1.0395697,0.40582479025389,1.1184696,2,27,4,7,16.301983,1.9502654,4.86881293359655e-53,3.9525864679396e-52
"KY.Chr8.371","KY.Chr8.371","Oat-KY.Chr8.371","KH.C8.453","Oat-KY.Chr8.371","OAT","OAT","7:132557478:132576398:-1 ENSMUSG00000030934.9 ENSMUST00000084500.7 protein_coding protein_coding Oat ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394]","Oat","ENSMUSG00000030934.9","ENSMUST00000084500.7","protein_coding","protein_coding","7:132557478:132576398:-1",0.558119613599866,1.3966682,0.351338461645122,0.9428972,0,8,0,4,2.020378,0.2719376,0.0436926509605366,0.0519620921737542
"KY.Chr8.372","KY.Chr8.372","Txnrd1-KY.Chr8.372","KH.C8.713","Txnrd1-KY.Chr8.372","TXNRD1","TXNRD1/3","10:82833951:82897712:1 ENSMUSG00000020250.10 ENSMUST00000219368.1 protein_coding protein_coding Txnrd1 thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]","Txnrd1","ENSMUSG00000020250.10","ENSMUST00000219368.1","protein_coding","protein_coding","10:82833951:82897712:1",0.38120632240133,0.65058655,0.260632459286518,0.6855967,0,14,2,0,4.7363405,0.8629715,2.52848688963105e-06,4.02573829248814e-06
"KY.Chr8.373","KY.Chr8.373","Arpc4-KY.Chr8.373","KH.C8.170","Arpc4-KY.Chr8.373","ARPC4","ARPC4","6:113378115:113390448:1 ENSMUSG00000079426.13 ENSMUST00000156898.4 protein_coding protein_coding Arpc4 actin related protein 2/3 complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1915339]","Arpc4","ENSMUSG00000079426.13","ENSMUST00000156898.4","protein_coding","protein_coding","6:113378115:113390448:1",0.554057406173705,1.1192346,0.366837193601829,0.967309,1,40,6,6,6.194083,0.75488883,9.12128601775759e-10,1.75698664456099e-09
"KY.Chr8.374","KY.Chr8.374","KY2019:KY.Chr8.374","KH.L19.13","KY2019:KY.Chr8.374","OGT","KH2013:KH.L19.13_MDP1","nan","nan","nan","nan","nan","nan","nan",0.189441055712021,0.19997424,0.128493270620205,0.2206179,3,39,7,13,0.81683475,0.23110417,0.414268903391369,0.448622106931307
"KY.Chr8.376","KY.Chr8.376","Ptpn12-KY.Chr8.376","KH.C8.63","Ptpn12-KY.Chr8.376","PTPN12","PTPN12/22","5:20986645:21055911:-1 ENSMUSG00000028771.13 ENSMUST00000030556.7 protein_coding protein_coding Ptpn12 protein tyrosine phosphatase, non-receptor type 12 [Source:MGI Symbol;Acc:MGI:104673]","Ptpn12","ENSMUSG00000028771.13","ENSMUST00000030556.7","protein_coding","protein_coding","5:20986645:21055911:-1",0.499685690651613,0.96131355,0.357863561286156,0.99851346,1,32,6,0,6.6541166,0.8366416,5.04420974917510e-11,1.02731476580734e-10
"KY.Chr8.379","KY.Chr8.379","Csnk1a1-KY.Chr8.379","KH.C8.318","Csnk1a1-KY.Chr8.379","CSNK1A1","KH2013:KH.C8.318_CSNK1A1","18:61555318:61585631:1 ENSMUSG00000024576.14 ENSMUST00000166990.7 protein_coding protein_coding Csnk1a1 casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]","Csnk1a1","ENSMUSG00000024576.14","ENSMUST00000166990.7","protein_coding","protein_coding","18:61555318:61585631:1",0.231643578976893,0.34568968,0.162310880504969,0.32841632,2,7,5,6,5.918714,1.6626841,4.44113217614638e-09,8.20665812386904e-09
"KY.Chr8.380","KY.Chr8.380","Fut4-KY.Chr8.380","KH.C8.367","Fut4-KY.Chr8.380","FUT5","KH2013:KH.C8.367_FUT3/4/5/6/7/9","9:14748320:14752393:-1 ENSMUSG00000049307.6 ENSMUST00000061498.6 protein_coding protein_coding Fut4 fucosyltransferase 4 [Source:MGI Symbol;Acc:MGI:95594]","Fut4","ENSMUSG00000049307.6","ENSMUST00000061498.6","protein_coding","protein_coding","9:14748320:14752393:-1",0.352556171191156,0.5868979,0.242201040066789,0.60732335,6,27,7,8,-1.3643072,-0.20346592,0.172921251801442,0.195333872250489
"KY.Chr8.381","KY.Chr8.381","Gnptg-KY.Chr8.381","KH.C8.515","Gnptg-KY.Chr8.381","GNPTG","GNPTG","17:25234317:25240116:-1 ENSMUSG00000035521.13 ENSMUST00000038973.6 protein_coding protein_coding Gnptg N-acetylglucosamine-1-phosphotransferase, gamma subunit [Source:MGI Symbol;Acc:MGI:2147006]","Gnptg","ENSMUSG00000035521.13","ENSMUST00000038973.6","protein_coding","protein_coding","17:25234317:25240116:-1",0.236814426802209,0.28675628,0.156335151167957,0.28030336,1,6,5,6,6.257354,2.0810604,5.78318989073656e-10,1.12431812976864e-09
"KY.Chr8.382","KY.Chr8.382","Marchf5-KY.Chr8.382","KH.C8.97","Marchf5-KY.Chr8.382","MARCH5","5-Mar","CHR_MG65_PATCH:37207543:37222151:1 ENSMUSG00000111123.2 ENSMUST00000215066.2 protein_coding protein_coding Marchf5 membrane associated ring-CH-type finger 5 [Source:MGI Symbol;Acc:MGI:1915207]","Marchf5","ENSMUSG00000111123.2","ENSMUST00000215066.2","protein_coding","protein_coding","CHR_MG65_PATCH:37207543:37222151:1",0.528079700528454,0.9957862,0.426994829056802,1.0428162,5,10,4,10,10.739609,1.1990224,2.31196760255334e-25,8.64608195373906e-25
"KY.Chr8.386","KY.Chr8.386","Adgra3-KY.Chr8.386","KH.C8.213","Adgra3-KY.Chr8.386","ZFPM1","GPR124","5:49959956:50059006:-1 ENSMUSG00000029090.12 ENSMUST00000030971.6 protein_coding protein_coding Adgra3 adhesion G protein-coupled receptor A3 [Source:MGI Symbol;Acc:MGI:1917943]","Adgra3","ENSMUSG00000029090.12","ENSMUST00000030971.6","protein_coding","protein_coding","5:49959956:50059006:-1",0.527609396565196,1.0646861,0.397540368464159,1.1045927,1,23,5,0,12.039085,1.4700369,3.59586014494407e-31,1.63040247836482e-30
"KY.Chr8.388","KY.Chr8.388","R3hcc1-KY.Chr8.388","KH.C8.181","R3hcc1-KY.Chr8.388","PCDHAC2","KH2013:KH.C8.181","14:69697308:69707493:-1 ENSMUSG00000034194.18 ENSMUST00000121142.3 protein_coding protein_coding R3hcc1 R3H domain and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1919093]","R3hcc1","ENSMUSG00000034194.18","ENSMUST00000121142.3","protein_coding","protein_coding","14:69697308:69707493:-1",1.14785239491107,2.379134,0.723541009183405,1.5796903,5,40,4,9,7.949229,0.6047656,6.43523540144831e-15,1.58267296651143e-14
"KY.Chr8.401","KY.Chr8.401","Wdr81-KY.Chr8.401","KH.C8.245","Wdr81-KY.Chr8.401","WDR81","WDR81","11:75440948:75454438:-1 ENSMUSG00000045374.18 ENSMUST00000117392.8 protein_coding protein_coding Wdr81 WD repeat domain 81 [Source:MGI Symbol;Acc:MGI:2681828]","Wdr81","ENSMUSG00000045374.18","ENSMUST00000117392.8","protein_coding","protein_coding","11:75440948:75454438:-1",0.772904309660947,1.3400198,0.590588281602985,1.3237066,2,16,4,7,16.931177,1.5732827,1.18233791193117e-55,1.02281613016268e-54
"KY.Chr8.402","KY.Chr8.402","Slc20a1-KY.Chr8.402","KH.C8.651","Slc20a1-KY.Chr8.402","SLC20A1","SLC20A1","2:129199310:129211609:1 ENSMUSG00000027397.14 ENSMUST00000110315.1 protein_coding protein_coding Slc20a1 solute carrier family 20, member 1 [Source:MGI Symbol;Acc:MGI:108392]","Slc20a1","ENSMUSG00000027397.14","ENSMUST00000110315.1","protein_coding","protein_coding","2:129199310:129211609:1",1.20741648993193,1.1653944,1.06792539930781,1.5309318,5,41,1,5,34.263042,3.7999284,3.77835142914436e-169,5.14800382220919e-167
"KY.Chr8.403","KY.Chr8.403","Lap3-KY.Chr8.403","KH.C8.767","Lap3-KY.Chr8.403","LAP3","S-LAP1/2/5/8","5:45493374:45512691:1 ENSMUSG00000039682.12 ENSMUST00000046122.10 protein_coding protein_coding Lap3 leucine aminopeptidase 3 [Source:MGI Symbol;Acc:MGI:1914238]","Lap3","ENSMUSG00000039682.12","ENSMUST00000046122.10","protein_coding","protein_coding","5:45493374:45512691:1",0.588559444265669,1.012359,0.465881685398931,1.0760798,5,37,1,5,11.129407,1.1910111,4.31710966486188e-27,1.71572054011891e-26
"KY.Chr8.404","KY.Chr8.404","Cdc16-KY.Chr8.404","KH.C8.267","Cdc16-KY.Chr8.404","AMN1","CDC16","8:13757676:13781938:1 ENSMUSG00000038416.15 ENSMUST00000043962.8 protein_coding protein_coding Cdc16 CDC16 cell division cycle 16 [Source:MGI Symbol;Acc:MGI:1917207]","Cdc16","ENSMUSG00000038416.15","ENSMUST00000043962.8","protein_coding","protein_coding","8:13757676:13781938:1",0.309925033436087,0.3711552,0.226890142079982,0.51165414,2,21,5,7,9.527184,2.3791435,1.15758112018446e-20,3.62298072645787e-20
"KY.Chr8.408","KY.Chr8.408","Chmp7-KY.Chr8.408","KH.C8.675","Chmp7-KY.Chr8.408","CHMP7","CHMP7","14:69717000:69732534:-1 ENSMUSG00000034190.9 ENSMUST00000036381.9 protein_coding protein_coding Chmp7 charged multivesicular body protein 7 [Source:MGI Symbol;Acc:MGI:1913922]","Chmp7","ENSMUSG00000034190.9","ENSMUST00000036381.9","protein_coding","protein_coding","14:69717000:69732534:-1",0.212450775697874,0.15050781,0.151006413731786,0.22287682,0,19,2,13,3.768893,1.2357917,0.000173614550606041,0.00024662014790693
"KY.Chr8.410","KY.Chr8.410","Snrnp25-KY.Chr8.410","KH.C8.252","Snrnp25-KY.Chr8.410","SNRNP25","SNRNP25","11:32205415:32208984:1 ENSMUSG00000040767.10 ENSMUST00000039601.9 protein_coding protein_coding Snrnp25 small nuclear ribonucleoprotein 25 (U11/U12) [Source:MGI Symbol;Acc:MGI:1925622]","Snrnp25","ENSMUSG00000040767.10","ENSMUST00000039601.9","protein_coding","protein_coding","11:32205415:32208984:1",0.406249585333287,0.6125179,0.30415552792013,0.933472,4,28,1,5,12.486499,1.972782,2.25359481008241e-33,1.09077191074149e-32
"KY.Chr8.412","KY.Chr8.412","Ube2h-KY.Chr8.412","KH.C8.301","Ube2h-KY.Chr8.412","UBE2H","UBE2H","6:30211289:30304539:-1 ENSMUSG00000039159.16 ENSMUST00000102993.9 protein_coding protein_coding Ube2h ubiquitin-conjugating enzyme E2H [Source:MGI Symbol;Acc:MGI:104632]","Ube2h","ENSMUSG00000039159.16","ENSMUST00000102993.9","protein_coding","protein_coding","6:30211289:30304539:-1",0.690748296017399,1.448779,0.501943293026067,1.4709142,6,33,7,8,-10.571412,-0.87119174,1.80468895376132e-24,6.48783298021056e-24
"KY.Chr8.414","KY.Chr8.414","Dnah10-KY.Chr8.414","KH.C8.610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.604406,-0.20504364,0.54576058168137,0.582986117240977
"KY.Chr8.415","KY.Chr8.415","Fbxo7-KY.Chr8.415","KH.C8.887","Fbxo7-KY.Chr8.415","FBXO7","FBXO7","10:86021972:86051873:1 ENSMUSG00000001786.14 ENSMUST00000130320.7 protein_coding protein_coding Fbxo7 F-box protein 7 [Source:MGI Symbol;Acc:MGI:1917004]","Fbxo7","ENSMUSG00000001786.14","ENSMUST00000130320.7","protein_coding","protein_coding","10:86021972:86051873:1",0.198942977177548,0.13649537,0.13710155400725,0.21886125,4,32,3,5,4.1269274,1.3672069,3.98506589847385e-05,5.90072699149134e-05
"KY.Chr8.417","KY.Chr8.417","Cwc25-KY.Chr8.417","KH.C6.75","Cwc25-KY.Chr8.417","CWC25","CEP57","11:97745615:97766556:-1 ENSMUSG00000018541.10 ENSMUST00000018685.8 protein_coding protein_coding Cwc25 CWC25 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:1914730]","Cwc25","ENSMUSG00000018541.10","ENSMUST00000018685.8","protein_coding","protein_coding","11:97745615:97766556:-1",0.826249550914507,1.3796057,0.694044656574408,1.3588701,1,21,2,0,12.163774,1.1468711,4.04033510232732e-31,1.82789564952784e-30
"KY.Chr8.418","KY.Chr8.418","Borcs6-KY.Chr8.418","KH.C8.484","Borcs6-KY.Chr8.418","POTEA","C17ORF59","11:69059717:69061578:1 ENSMUSG00000045176.3 ENSMUST00000051888.3 protein_coding protein_coding Borcs6 BLOC-1 related complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919173]","Borcs6","ENSMUSG00000045176.3","ENSMUST00000051888.3","protein_coding","protein_coding","11:69059717:69061578:1",0.208581497861185,0.19613339,0.130783754018372,0.25149968,1,17,5,6,3.3253024,1.0412583,0.000917082786686785,0.00123817535609653
"KY.Chr8.419","KY.Chr8.419","Zfp277-KY.Chr8.419","KH.C8.779","Zfp277-KY.Chr8.419","ZFYVE28","KH2013:KH.C8.779","12:40315046:40445902:-1 ENSMUSG00000055917.15 ENSMUST00000069637.14 protein_coding protein_coding Zfp277 zinc finger protein 277 [Source:MGI Symbol;Acc:MGI:1890393]","Zfp277","ENSMUSG00000055917.15","ENSMUST00000069637.14","protein_coding","protein_coding","12:40315046:40445902:-1",0.306888438903363,0.35492757,0.231625997683581,0.55025816,4,25,1,5,10.038137,2.041849,1.1525675880941e-22,3.85683177759691e-22
"KY.Chr8.420","KY.Chr8.420","Trim71-KY.Chr8.420","KH.C8.863","Trim71-KY.Chr8.420","TRIM71","KH2013:KH.C8.863_TRIM2/3","9:114507133:114564369:-1 ENSMUSG00000079259.2 ENSMUST00000111816.2 protein_coding protein_coding Trim71 tripartite motif-containing 71 [Source:MGI Symbol;Acc:MGI:2685973]","Trim71","ENSMUSG00000079259.2","ENSMUST00000111816.2","protein_coding","protein_coding","9:114507133:114564369:-1",0.370709895087977,0.6712956,0.165514034078701,0.35170528,6,10,7,8,-7.961927,-1.6994371,1.40903295045379e-14,3.41197996740513e-14
"KY.Chr8.429","KY.Chr8.429","Pogz-KY.Chr8.429","KH.C8.742","Pogz-KY.Chr8.429","ZNF280C","REST","3:94837567:94882326:1 ENSMUSG00000038902.14 ENSMUST00000107270.8 protein_coding protein_coding Pogz pogo transposable element with ZNF domain [Source:MGI Symbol;Acc:MGI:2442117]","Pogz","ENSMUSG00000038902.14","ENSMUST00000107270.8","protein_coding","protein_coding","3:94837567:94882326:1",0.626532852439497,1.1150908,0.490985146709347,1.2464064,3,53,5,11,11.440299,1.196263,2.91302617678175e-28,1.20333446160641e-27
"KY.Chr8.430","KY.Chr8.430","Neurl1a-KY.Chr8.430","KH.C8.806","Neurl1a-KY.Chr8.430","NEURL1B","NEUR","19:47178820:47259441:1 ENSMUSG00000006435.16 ENSMUST00000111808.10 protein_coding protein_coding Neurl1a neuralized E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:1334263]","Neurl1a","ENSMUSG00000006435.16","ENSMUST00000111808.10","protein_coding","protein_coding","19:47178820:47259441:1",0.389115574702263,0.2741554,0.273067944427681,0.24454685,0,42,0,1,-2.6648028,-1.0761985,0.00795453521350996,0.0100663042369108
"KY.Chr8.431","KY.Chr8.431","KY2019:KY.Chr8.431","KH.C8.238","KY2019:KY.Chr8.431","ZDHHC2","KH2013:KH.C8.238","nan","nan","nan","nan","nan","nan","nan",0.2186133909849,0.22083817,0.149076936950692,0.255506,1,24,2,0,3.419877,0.98204476,0.000652322870160662,0.000890125098241263
"KY.Chr8.432","KY.Chr8.432","B3gntl1-KY.Chr8.432","KH.C8.735","B3gntl1-KY.Chr8.432","B3GNTL1","B3GNTL1","11:121616197:121673153:-1 ENSMUSG00000046605.14 ENSMUST00000067399.13 protein_coding protein_coding B3gntl1 UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 [Source:MGI Symbol;Acc:MGI:2441705]","B3gntl1","ENSMUSG00000046605.14","ENSMUST00000067399.13","protein_coding","protein_coding","11:121616197:121673153:-1",0.53018206811899,1.0412399,0.400680122614866,1.2149389,3,21,5,11,7.953593,0.91811925,5.92262990263867e-15,1.45879781422329e-14
"KY.Chr8.433","KY.Chr8.433","Ccnq-KY.Chr8.433","KH.C8.776","Ccnq-KY.Chr8.433","CCNQ","KH2013:KH.C8.776","11:78750506:78751729:-1 ENSMUSG00000049489.5 ENSMUST00000059468.5 protein_coding protein_coding Ccnq cyclin Q [Source:MGI Symbol;Acc:MGI:1916359]","Ccnq","ENSMUSG00000049489.5","ENSMUST00000059468.5","protein_coding","protein_coding","11:78750506:78751729:-1",0.356704854931539,0.5061678,0.255837026482572,0.6202296,1,23,2,0,8.751109,1.8881605,8.86342602158442e-18,2.45538826589131e-17
"KY.Chr8.434","KY.Chr8.434","Rpp14-KY.Chr8.434","KH.C8.556","Rpp14-KY.Chr8.434","RUNX3","RPP14","14:8080367:8091834:1 ENSMUSG00000023156.4 ENSMUST00000023924.3 protein_coding protein_coding Rpp14 ribonuclease P 14 subunit [Source:MGI Symbol;Acc:MGI:1914303]","Rpp14","ENSMUSG00000023156.4","ENSMUST00000023924.3","protein_coding","protein_coding","14:8080367:8091834:1",0.486146791601394,0.8011357,0.366944404023371,0.8867812,1,22,6,0,5.6335273,0.7534987,2.42412740042495e-08,4.30155014075841e-08
"KY.Chr8.435","KY.Chr8.435","Aldh1l2-KY.Chr8.435","KH.C8.336","Aldh1l2-KY.Chr8.435","ALDH1L2","ALDH1L1/2","10:83489429:83533395:-1 ENSMUSG00000020256.14 ENSMUST00000146640.7 protein_coding protein_coding Aldh1l2 aldehyde dehydrogenase 1 family, member L2 [Source:MGI Symbol;Acc:MGI:2444680]","Aldh1l2","ENSMUSG00000020256.14","ENSMUST00000146640.7","protein_coding","protein_coding","10:83489429:83533395:-1",0.622234877848286,1.131563,0.470921399923574,1.0182862,0,13,0,1,-1.046361,-0.116183415,0.295758222284913,0.326159917331602
